ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
02acbe2e41e4fccfd72926d77a64135b,38,2,South Africa,software development and IT,Employed for wages,NA,male,NA,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
9e0607a7da2021084f3fef431b972373,40,2,United Kingdom,software development and IT,Employed for wages,80000,male,47000,work for a startup,  Front-End Web Developer,Spanish,married or domestic partnership,"some college credit, no degree",NA
309c1dfcaa7f5dd6a2fc8ed8a4fe3ad5,38,NA,United States of America,software development and IT,Employed for wages,50000,female,12000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
409681e8900491f9b67c0070092da3c9,34,NA,United States of America,NA,NA,75000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,3000
336838e86e229c7862355d74f8e15c5e,18,NA,Canada,"arts, entertainment, sports, or media",Employed for wages,NA,female,NA,work for a startup,  Front-End Web Developer,NA,NA,high school diploma or equivalent (GED),NA
eb92767914fba12abd779d46be798ded,29,NA,India,NA,NA,NA,female,NA,NA,NA,Telugu,NA,"professional degree (MBA, MD, JD, etc.)",NA
999e1508340fa648953bfdb95c73c1ef,29,NA,Canada,NA,Not working but looking for work,NA,male,NA,NA,NA,English,NA,"some college credit, no degree",NA
58b6bdfdc8cf819f5d979206d13dc96d,35,3,United States of America,NA,Employed for wages,NA,male,85000,freelance ,NA,English,married or domestic partnership,bachelor's degree,85000
34771f823e3cf2ae6ae300a5dc5dc209,32,1,United States of America,food and beverage,Employed for wages,NA,male,40000,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),15000
382f765f0e6c54ad9914cf3a19ce6353,25,NA,United States of America,health care,Employed for wages,NA,male,32000,freelance ,NA,English,NA,bachelor's degree,35000
a3017549d6848bd5796562c9a6c008da,30,NA,United States of America,NA,Employed for wages,70000,female,30000,work for a multinational corporation,  Front-End Web Developer,Bengali,NA,bachelor's degree,NA
2d4f58948045c0a3eeee80202d00759b,NA,1,United States of America,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,married or domestic partnership,bachelor's degree,70000
d8fee937325d4287a000e99460e40c50,42,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,55000,male,54000,work for a medium-sized company,Full-Stack Web Developer,English,NA,"trade, technical, or vocational training",14000
1c28cda8afe4f7253664a9d1e8d0f658,26,1,United States of America,software development and IT,Employed for wages,NA,male,80000,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",NA
e42eea5a3f5ecf483b7bc0b7b6ceb54f,60,NA,United States of America,health care,Employed for wages,NA,female,60000,freelance ,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
92c739ea4b42b2af9e871cf5b8762532,35,4,Hungary,software development and IT,Employed for wages,NA,male,15000,NA,NA,Hungarian,married or domestic partnership,bachelor's degree,NA
948ac82a3ee1cf9fbc5c29adb9febb79,29,NA,United States of America,NA,Unable to work,60000,male,NA,work for a startup,  Front-End Web Developer,English,NA,master's degree (non-professional),49000
4baa855e655227b6e1b214205574abf9,23,NA,Hungary,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Hungarian,NA,"some college credit, no degree",NA
e8eab50560c026a00fac423c4ca360eb,27,NA,United States of America,sales,Employed for wages,90000,male,55000,work for a multinational corporation,  User Experience Designer,English,NA,bachelor's degree,30000
c35e91a8154f8412ceb4b66b37b0bca8,24,NA,United States of America,sales,Self-employed freelancer,45000,female,18000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,65000
7aa6424168c0aadaf70b0be7e301fc02,42,NA,United States of America,health care,Employed for wages,NA,female,60000,start your own business,NA,English,NA,"some college credit, no degree",NA
d3d47b37fe7cecd14d1b352dfa4cba44,26,NA,Finland,NA,Not working but looking for work,60000,female,NA,work for a startup,  Front-End Web Developer,English,NA,"trade, technical, or vocational training",6000
89b804d6d9826876d41eeecca6adff0f,32,1,United States of America,health care,Employed for wages,70000,female,100000,work for a startup,  Front-End Web Developer,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
269276a7c23c60454a7ee498603d37aa,52,NA,France,NA,NA,50000,female,NA,work for a startup,Full-Stack Web Developer,English,NA,Ph.D.,NA
49c4d961691ac11ce25f11a1994f8343,27,NA,Canada,software development and IT,Employed for wages,NA,male,120000,NA,NA,English,NA,associate's degree,NA
40478f96405c92a04efded45e210180d,30,NA,Brazil,finance,Employed for wages,NA,male,150000,start your own business,NA,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
f8c9ce73411b66dbe9806b2cc461fa77,28,NA,Argentina,software development and IT,Employed for wages,NA,male,8000,NA,NA,Spanish,NA,"some college credit, no degree",NA
1d0d2895fbb127c25d888e499d4286c2,34,NA,Canada,software development and IT,Employed for wages,60000,female,25000,work for a medium-sized company,Back-End Web Developer,English,NA,"some college credit, no degree",NA
d8c2d0d6f18e69c83c9ca09e8b53ba9b,33,2,United States of America,software development and IT,Employed for wages,NA,male,61200,freelance ,NA,English,married or domestic partnership,bachelor's degree,33000
3b88f497b2b3a3261bf6757df92e598d,22,NA,India,NA,Doing an unpaid internship,60000,male,NA,work for a startup,  Mobile Developer,Hindi,NA,bachelor's degree,NA
840f3bac97e9221499f7bc98ea990324,26,NA,Tunisia,NA,Not working but looking for work,NA,male,NA,NA,NA,Arabic,"single, never married","professional degree (MBA, MD, JD, etc.)",NA
37384cc3d33acf1817adbecac0db0c38,23,1,United States of America,software development and IT,Employed for wages,NA,male,10000,NA,NA,English,married or domestic partnership,"some college credit, no degree",10000
dd0f4d1432c8d5daab329e60cf2253c9,26,NA,United States of America,software development and IT,Employed for wages,NA,male,40000,NA,NA,English,NA,associate's degree,NA
b1a4cef7cd7858e72fa22a4621c13b03,28,NA,United States of America,architecture or physical engineering,Employed for wages,65000,female,75000,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,NA
04dde94e0b8c8ec28deab389fd1a56c7,39,NA,Argentina,software development and IT,Employed for wages,NA,male,NA,start your own business,NA,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",NA
51e51131de4c8807b5cbfd928ec50edb,31,3,United States of America,software development and IT,Employed for wages,NA,male,60000,NA,NA,English,married or domestic partnership,bachelor's degree,7000
9d95b55bf5814f9a9d6fdd9af20c3346,63,2,United States of America,software development and IT,Employed for wages,NA,male,120000,freelance ,NA,English,married or domestic partnership,master's degree (non-professional),NA
4b45b5c2b18f916a5b28cca8d8876c92,23,NA,United States of America,finance,Employed for wages,90000,female,50000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
5add5fc96085d807ed0daf5ac3e8d59d,19,NA,United States of America,NA,Not working and not looking for work,40000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,high school diploma or equivalent (GED),6000
bdbbd8bdccdbde036a43a49f8569b260,45,2,United States of America,NA,Employed for wages,55000,female,72500,work for a multinational corporation,Full-Stack Web Developer,English,divorced,"professional degree (MBA, MD, JD, etc.)",55000
7a2e7bd1559818681681ebaf929e56f4,16,NA,United States of America,NA,Not working but looking for work,75000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,some high school,NA
11ada9a3119dc81404ce4d8fa3ba6239,42,1,United States of America,software development and IT,Employed for wages,NA,male,43500,NA,NA,English,married or domestic partnership,Ph.D.,150000
c82cdb8360b249ff4e1ac0a4970051bf,32,1,United States of America,education,Employed for wages,NA,female,45000,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),50000
4859d68409b840b97d0facef65595f9b,27,NA,United States of America,NA,Employed for wages,47000,male,47000,work for a multinational corporation,Back-End Web Developer,English,NA,bachelor's degree,11000
ae092f368f93a26aa8177e640bb84426,27,NA,United States of America,transportation,Employed for wages,60000,male,42000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,master's degree (non-professional),120000
e8639a4dcb6bba79f8ae9b6948597ac2,27,1,United States of America,construction and extraction,Employed for wages,50000,male,110000,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,high school diploma or equivalent (GED),NA
7523f8b762e9952d8074bce6ed863ee1,32,NA,France,software development and IT,Employed for wages,NA,male,28500,NA,NA,French,NA,"professional degree (MBA, MD, JD, etc.)",NA
25489ed1d58c9710610581f27cbbffc5,27,NA,Argentina,office and administrative support,Employed for wages,30000,male,10000,work for a medium-sized company,Full-Stack Web Developer,Spanish,NA,"some college credit, no degree",NA
ab1843fedda431a128dcb773c09533e7,19,NA,India,software development and IT,Self-employed freelancer,NA,male,200000,NA,NA,Malayalam,NA,bachelor's degree,NA
533d5f55d238aefe10fad3b2b41363a7,40,NA,United States of America,software development and IT,Employed for wages,NA,genderqueer,65000,NA,NA,English,NA,"some college credit, no degree",NA
b53277cc481a6e4fb01f0cdce139554c,49,NA,United States of America,software development and IT,Employed for wages,60000,female,42000,work for a startup,  Quality Assurance Engineer,English,NA,"some college credit, no degree",NA
542c102188609ba444373a9e893cc2a5,27,NA,India,software development and IT,Employed for wages,NA,male,6000,NA,NA,Gujarati,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
8a15521e5cd002d3f6762f9de972321c,34,NA,Poland,NA,Not working but looking for work,NA,female,NA,start your own business,NA,Polish,NA,"some college credit, no degree",NA
b5d66873ac2a0dbe255c4ead69198d6c,25,NA,India,software development and IT,Employed for wages,NA,male,13000,start your own business,NA,Hindi,married or domestic partnership,bachelor's degree,NA
59c0983f4bc0ff518c6dd727a8856c1f,20,NA,India,NA,Unable to work,10000,male,NA,work for a startup,Back-End Web Developer,Hindi,"single, never married","some college credit, no degree",NA
06f1df00b9ed6b4b8ad605dd1c4017b6,27,1,Russia,NA,Employed for wages,NA,male,14000,start your own business,NA,Russian,married or domestic partnership,bachelor's degree,NA
52f3cfe1f9329b17143544f9d433da6c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e8280373ef51946329098d706152cf22,24,NA,Germany,NA,NA,28000,male,NA,work for a startup,  Quality Assurance Engineer,German,NA,some high school,NA
02787d684476ff60e35231d481be0783,40,2,Poland,NA,Not working but looking for work,20000,male,NA,work for a medium-sized company,Full-Stack Web Developer,Polish,married or domestic partnership,bachelor's degree,NA
24b415c0f2593c75cedd00355c0fb14a,37,NA,United States of America,software development and IT,Employed for wages,NA,female,35000,NA,NA,English,married or domestic partnership,associate's degree,35000
b7e6e72f9fb6aa4372f04170f92a3324,25,NA,Canada,software development and IT,Employed for wages,40000,male,42000,work for a startup,Full-Stack Web Developer,English,NA,"trade, technical, or vocational training",10000
d0b2ed95cbe85affd7651b5a7c9f31a2,38,NA,United States of America,sales,Employed for wages,NA,female,NA,freelance ,NA,English,NA,master's degree (non-professional),NA
de7cb2b21b62dfd30f5e1a9ae653b2d6,30,NA,India,software development and IT,Employed for wages,NA,male,130000,NA,NA,Hindi,NA,"professional degree (MBA, MD, JD, etc.)",NA
8c091a1142dd45073eef70784fdd2693,48,NA,Belgium,transportation,Employed for wages,NA,male,50000,freelance ,NA,Dutch,married or domestic partnership,"some college credit, no degree",NA
49d792a110877dbcc3511decffb6b27d,26,NA,United States of America,office and administrative support,Employed for wages,50000,female,60000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,53000
bb4e43308de4bdc133881a783bb0b0c9,NA,NA,India,NA,Not working but looking for work,NA,female,NA,start your own business,NA,Marathi,NA,some high school,NA
376bc293641577889c5d18da3f8b7263,27,NA,United States of America,finance,Self-employed business owner,NA,male,18000,freelance ,NA,Punjabi,married or domestic partnership,bachelor's degree,NA
780459ea045adc00595e27890774ebe6,28,NA,Morocco,NA,Doing an unpaid internship,30000,female,NA,work for a startup,  Front-End Web Developer,Arabic,NA,master's degree (non-professional),NA
599f79098346dcee2e5a6ef8e0d6ffa9,22,NA,Canada,software development and IT,Employed for wages,NA,male,26000,NA,NA,English,NA,high school diploma or equivalent (GED),8500
6ff3bd7fe9177bc392b7480e9c98a1ac,37,NA,Canada,software development and IT,Employed for wages,NA,male,100000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
2f44cd57eb496a1c25ba2fe0eef45b2b,32,NA,India,NA,Not working but looking for work,60000,male,NA,work for a startup,  Front-End Web Developer,Malayalam,"single, never married",master's degree (non-professional),NA
37ef9b166899eea42e7197e33b5496e7,33,NA,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
e36718402ab3ae80f21f43b5be3c36a0,32,NA,Canada,NA,Not working but looking for work,26000,male,NA,work for a multinational corporation,Full-Stack Web Developer,French,NA,"some college credit, no degree",NA
460a93b27ce091609c6bbf3cc6e37dac,38,4,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,NA
5df64ea5a2e1badb8df2088e15eb9919,25,NA,United States of America,software development and IT,Employed for wages,NA,male,33000,NA,NA,Mandarin Chinese,NA,master's degree (non-professional),NA
6e381f5af6cbfe306ab3120de565ac97,37,2,United States of America,software development and IT,Self-employed freelancer,NA,male,28000,NA,NA,English,married or domestic partnership,"some college credit, no degree",15000
c85855002588271825c2429969a5c5c1,32,NA,Poland,food and beverage,Employed for wages,25934,female,14416,work for a multinational corporation,Back-End Web Developer,Polish,NA,bachelor's degree,NA
